name,name_th,category,area,phone,website,address,hours,google_rating,google_reviews,lat,lng,source,VERIFIED (Y/N),CORRECT PHONE,OWNER NAME,LINE ID,WANTS TO JOIN (Y/N),NOTES
Two Sea Tour _ Phuket,,Tour Agency,Koh Kaew,081 787 7702,http://twoseatour.com/,"23 Boat Lagoon Marina Soho Pool Club Tambon Ko Kaeo, Ampur Mueang Chang Wat Phuket 83000, Thailand",,5,57,7.96455,98.38719,google_places,,,,,,
วัตสัน อินดิโก้ ป่าตอง : WATSONS INDIGO PATONG : Click & Collect,,Store,Patong,092 246 3408,https://www.watsons.co.th/,"124 10-11 ถนน ราษฎร์อุทิศ Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3.9,57,7.89927,98.29978,google_places,,,,,,
7-Eleven,,Convenience Store,Patong,080 713 1176,http://www.7eleven.co.th/,"V8R2+PGR, Pa Tong, Kathu District, Phuket 83150, Thailand",,3,56,7.88682,98.29072,google_places,,,,,,
Suleman Marine,,Tour Agency,Koh Kaew,,https://tantulika12.wixsite.com/travel/85,"6/27 M, 1 T, Rassada A. Muang, Amphoe Thalang, Chang Wat Phuket 83000, Thailand",,3.1,56,7.91037,98.43219,google_places,,,,,,
super yacht charter,,Services,Cape Panwa,088 610 0666,http://www.superyacht-club.com/,"88 88 Soi 7th Cape Panwa, Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,54,7.82996,98.40478,google_places,,,,,,
Alina Thai Massage,,Massage,Kata,089 578 7393,,"55 Patak Rd Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,5,53,7.82032,98.30614,google_places,,,,,,
Lovecare pharmacy เลิฟแคร์ ฟาร์มาซี,,Pharmacy,Patong,089 970 8836,https://www.facebook.com/best.mkt.9,"107 ถ.ราษฎร์อุทิศ Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.7,53,7.89615,98.29971,google_places,,,,,,
Offspray Leisure co Ltd,,Services,Chalong,098 018 3781,http://www.offsprayleisure.com/,"Maneekraam Soi 9/2, Tambon Chalong, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,5,53,7.85543,98.35005,google_places,,,,,,
Phuket tours – Phuket excursions - Phuket Dream Company,,Tour Agency,Koh Kaew,095 038 5535,http://www.phuketdreamcompany.asia/,"188 Subdistrict, 10, Tambon Ratsada, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.6,53,7.93335,98.37985,google_places,,,,,,
Jet Ski at Patong,,Tourist Attraction,Patong,089 971 1758,,"20 4030 ตำบลป่าตอง อำเภอกะทู้ ป่าตอง Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3.6,51,7.88762,98.29117,google_places,,,,,,
7-Eleven สาขา ถนนหมื่นเงิน (หาดไตรตรัง) (15782),,Convenience Store,Patong,,https://www.7eleven.co.th/,"66/30-31 ซอยเก็บทรัพย์, ถนนทวีวงศ์, ตำบลกะทู้ อำเภอ Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.2,50,7.88205,98.27895,google_places,,,,,,
PHUKET TOPTRIP TOURS,,Travel Agency,Kata,099 479 5486,,"70 ถนน กะรน Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",,4.8,50,7.82909,98.29555,google_places,,,,,,
CHIC PHARMACY PATONG,,Pharmacy,Patong,081 295 7959,,"11 Thanon Chaloemphrakiat, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,48,7.90217,98.30024,google_places,,,,,,
Sailing-Phuket,,Tour Agency,Chalong,064 028 4483,http://sailing-phuket.com/,"157 ซอย 7 Tambon Chalong, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",,5,46,7.82947,98.35038,google_places,,,,,,
Hawa House Phuket Oldtown,,Hotel,Old Town,080 814 4646,http://www.hawahouse.com/,"29 Soi Rommanee Old Phuket Town, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.3,45,7.8856,98.38907,google_places,,,,,,
The Beach Restaurant Karon,,Restaurant,Karon,076 396 600,http://www.phuketocean.com/dining.html,"Building, 562 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.8,45,7.85174,98.29508,google_places,,,,,,
Jet Ski Tour Phuket,,Business,Karon,064 978 0775,https://www.qbictravel.com/tour-destination/jet-ski-phuket/,"80/84 ซอย ไทเกอร์ ตำบล ราไวย์ Chang Wat Phuket 83100, Thailand",,3.9,44,7.84829,98.29478,google_places,,,,,,
"Centre Point Nanai, Patong Beach",,Hotel,Patong,063 679 5372,https://www.hotelsphuketnow.com/centre-point-nanai/,"130 Nanai Rd, Tambon Patong, Phuket, Chang Wat Phuket 83150, Thailand",,4.5,42,7.88636,98.30246,google_places,,,,,,
Phuket Dive Center,,Sporting Goods Store,Chalong,082 649 6665,http://www.phuketdivecenter.com/,"เลขที่ 3 หมู่ 8 Thanon Chao Fah Tawan Tok, Tambon Chalong, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",,4.9,42,7.82621,98.34063,google_places,,,,,,
Drug and health pharmacy 药店 аптека مقابل,,Pharmacy,Patong,093 554 5465,https://lin.ee/FHFgae9,"R, Sainamyen, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.8,41,7.89708,98.29992,google_places,,,,,,
Kids and Fun Playground,,Indoor Playground,Kathu,091 821 3118,,"Kathu, Kathu District, Phuket 83120, Thailand",,4.9,41,7.90891,98.35659,google_places,,,,,,
YoPhuket,,Tour Agency,Old Town,083 146 5351,https://en.yophuket.com/,"10 Soi Prayoon 2/4, Talaadyai Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.7,40,7.90431,98.37405,google_places,,,,,,
Top Care Pharmacy,,Pharmacy,Patong,087 395 6036,http://www.facebook.com/topcarephuket,"Ratutit 200 Pee Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,38,7.90071,98.30054,google_places,,,,,,
Blue Voyage Thailand,,Services,Mai Khao,086 424 4245,http://www.bluevoyagethailand.com/,"47/4, ตำบล ไม้ขาว อำเภอถลาง ภูเก็ต 83110, Thailand",,4.7,37,8.16599,98.33816,google_places,,,,,,
BOW JETSKI PHUKET,,Services,Phuket Town,095 101 9369,,"36/1 Tambon Ratsada, เมือง, Chang Wat Phuket 83000, Thailand",,4.8,35,7.88093,98.43617,google_places,,,,,,
James bond Tour (long-tail boat) by Pirada,,Tour Agency,Mai Khao,093 762 9542,https://line.me/ti/p/35tWZLyf5T,"4/33 บ้านหินร่ม Tambon Khlong Khian, Amphoe Takua Thung, Chang Wat Phang-nga 82130, Thailand",,5,35,8.23279,98.45047,google_places,,,,,,
Longtai Boat Phuket,,Services,Kathu,098 305 7355,http://longtailboat-phuket.com/,"10/75 หมู่ที่6 ต, อ, กมลา อำเภอกะทู้ ภูเก็ต 83150, Thailand",,4.9,35,7.91099,98.33567,google_places,,,,,,
Onyen Phuket best Taxi & Travel,,Taxi Service,Patong,082 383 3462,,"160/54 Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,35,7.88373,98.29619,google_places,,,,,,
Sun Leisure World,,Tour Agency,Patong,081 340 0874,https://www.sightseeingphuket.com/,"The Royal Paradise Hotel & Spa Patong Phuket Rat-U-Thit 200 Pee Road Kathu, ตำบลป่าตอง phuket, ภูเก็ต 83150, Thailand",,4.5,35,7.89528,98.30028,google_places,,,,,,
Superton Patong Beach Parasailing,,Tourist Attraction,Patong,090 869 9194,https://www.facebook.com/profile.php?id=100057573634394,"ลานโลมา Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.3,35,7.89871,98.29617,google_places,,,,,,
Phuket Watersports,,Services,Patong,082 393 2970,https://phuketwatersports.com/,"138 Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.6,34,7.89588,98.29545,google_places,,,,,,
Ratsada Phuket Jetski,,Travel Agency,Phuket Town,095 145 4215,,"เกาาะสิเหร่ Tambon Ratsada, เมือง Chang Wat Phuket 83000, Thailand",,3.4,34,7.8827,98.43903,google_places,,,,,,
T.T.P Jetski club,,Travel Agency,Phuket Town,094 582 6274,,"68/595 Tambon Ratsada, เมือง Chang Wat Phuket 83000, Thailand",,4.8,34,7.88788,98.439,google_places,,,,,,
Boots,,Pharmacy,Airport,082 005 5470,http://www.th.boots.com/,"201 บิ๊กซี เอ็กซ์ตร้า ภูเก็ต2 ถ.ราษฏร์อุทิศ200ปี ตำบลป่าตอง อำเภอกระทู้ ชั้นG อยู่ใน Big C Extra, ใกล้กับจุดชำระเงินของ Big C Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3.6,33,8.10555,98.30516,osm,,,,,,
Phan-Nga Longtail Boat Tours,,Business,Mai Khao,,https://vrreddygsm.wixsite.com/phang,"79XW+WW2, Kalai, Takua Thung District, Phang Nga 82130, Thailand",,4.9,33,8.29976,98.39726,google_places,,,,,,
Phuket Airport Transfer,,Airport Shuttle Service,Chalong,089 078 6220,https://www.airporttransferphuket.com/,"V7PX+83M, Pa Tong, Kathu District, Phuket 83150, Thailand",,3.7,33,7.86783,98.3609,google_places,,,,,,
PHUKETSURF.COM since 1999 -surf school - kata beach,,Business,Kata,093 582 2987,http://www.phuketsurf.com/,"186 11 Koktanod Rd Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.8,33,7.81358,98.2985,google_places,,,,,,
Jet Ski Captain,,Tourist Attraction,Patong,064 663 1118,,"Pa Tong, Kathu District, Phuket 83150, Thailand",,4.5,32,7.90043,98.29665,google_places,,,,,,
NO.1 Massage,,Massage,Kata,,,"48, 2 Thanon Kata Kata Beach, Tambon Karon, เมือง Chang Wat Phuket 83100, Thailand",,4.9,32,7.81787,98.30064,google_places,,,,,,
Phuket Explore,,Business,Rawai,062 050 7028,http://phuketexplore.com/,"78, 18 Soi samakki 2, Tambon Rawai, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",,5,32,7.79631,98.32014,google_places,,,,,,
7-Eleven สาขา ถนนราษฎร์อุทิศ 200 ปี (15763),,Convenience Store,Patong,,https://www.7eleven.co.th/,"236 ถนนราชอุทิศ Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,2.5,31,7.90306,98.30086,google_places,,,,,,
DE GYM MUAY THAI PHUKET,,Sports Coaching,Kathu,093 719 7713,http://www.degymmuaythai.it/,"Wichitspngkran Rd, Tambon Kathu, Amphoe Kathu, Chang Wat Phuket 83120, Thailand",,5,31,7.92101,98.33461,google_places,,,,,,
Phoenix Phuket Taxi and Tour,,Taxi Service,Koh Kaew,087 388 4144,https://phoenix-taxi-phuket.com/,"101/669 Tambon Ratsada, เมือง Chang Wat Phuket 83000, Thailand",,4.6,31,7.91965,98.38238,google_places,,,,,,
PSSC SURF PHUKET,,Sporting Goods Store,Kata,,https://www.facebook.com/PSSCsurfphuket,"PSSC Surf Phuket 62 Thanon Taina, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.9,31,7.82732,98.29882,google_places,,,,,,
Whale Surfschool / วาฬเซิร์ฟสคูล,,Business,Kata,086 357 9690,http://www.whalesurfing.com/,"17, 17/2 Patak Rd Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,5,31,7.81929,98.30836,google_places,,,,,,
7-Eleven สาขา บ้านกะหลิม (14844),,Convenience Store,Patong,,https://www.7eleven.co.th/,"W78R+R9C, Pa Tong, Kathu District, Phuket 83150, Thailand",,4.2,30,7.91706,98.2909,google_places,,,,,,
Sunday to Sunday Phuket ซันเดย์ ทู ซันเดย์ ภูเก็ต,,Restaurant,Phuket Town,081 148 3847,https://www.facebook.com/sunday2sunday.cafephuket,"84/3 Takuapa Rd, Tambon Talat Nuea, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,30,7.87952,98.38857,google_places,,,,,,
Man,,Taxi Service,Cherngtalay,098 017 5882,http://www.phuketbesttaxidriver.com/,"84 Soi Cherngtalay 12, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,5,29,7.99036,98.3087,google_places,,,,,,
Racha Phuket Private Boat Charters,,Tour Agency,Panwa,095 279 5725,https://phuketprivateboatandjetski.com/,"12/20 Tambon Rawai, เมือง Chang Wat Phuket 83130, Thailand",,5,29,7.80862,98.33764,google_places,,,,,,
สถานีติดฝน🍧,,Dessert Shop,Mai Khao,062 520 0265,,"ติดกับไม้ขางดรีม Mai Khao Beach, Tambon Mai Khao, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.9,28,8.13576,98.30682,google_places,,,,,,
7-Eleven สาขา เนชอร์รัล ป่าตอง (13510),,Convenience Store,Patong,091 001 3510,http://www.7eleven.co.th/,"V7MV+4RH, Pa Tong, Kathu District, Phuket 83150, Thailand",,3.6,26,7.88282,98.29462,google_places,,,,,,
Good Heart Pharmacy,,Pharmacy,Patong,099 721 0427,,"179 16 ถนน ผังเมือง, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.4,26,7.89256,98.30138,google_places,,,,,,
PHUKET TAXI PRIVATE,,Taxi Service,Bang Tao,087 624 6130,http://www.phukettaxidriver.com/,"ถนน ศรีสุนทร Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.8,25,7.998,98.29865,google_places,,,,,,
Get Phuket Taxi,,Taxi Service,Chalong,084 062 5480,,"89 249 หมู่ 6 หมู่บ้านพนาสนธิ์วิลล่า Tambon Wichit, เมือง Chang Wat Phuket 83000, Thailand",,4.6,24,7.85062,98.37057,google_places,,,,,,
Mega Pharmacy ร้านยาเมก้า ฟาร์มาซี 药店| صيدلية| аптека,,Pharmacy,Patong,095 092 0719,,"171 59 Soi Sansabai, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3,23,7.89258,98.29988,google_places,,,,,,
First Care Plus Pharmacy (ร้านขายยาเฟิร์สแคร์พลัส),,Pharmacy,Patong,,,"237, 4 Rat Uthit Song Roi Pi Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.5,22,7.88767,98.29537,google_places,,,,,,
"Sunsail: Phuket, Thailand Yacht Charters",,Services,Paklok,076 317 309,https://www.sunsail.com/yacht-charter/thailand/phuket?utm_source=GMBlisting&utm_medium=organic,"Ao Po Grand Marina, 113/1 Moo 6, ป่าคลอก Amphur Thalang, ภูเก็ต 83110, Thailand",,4.6,22,8.06854,98.44263,google_places,,,,,,
Sweet Dreamers Yacht Charters,,Services,Chalong,01575 1970802,https://phuket-sailing-charter.com/,"9/44 Parkview Moo 9 T. Chalong, A. Muang 83130, ตำบล ฉลอง อำเภอเมืองภูเก็ต ภูเก็ต 83000, Thailand",,5,22,7.82781,98.3443,google_places,,,,,,
Blue Water Charter Phuket,,Tour Agency,Koh Kaew,065 671 4541,https://bluewatercharterphuket.com/,"Subdistrict, Tambon Ko Kaeo, Phuket, Chang Wat Phuket 83000, Thailand",,4,21,7.9651,98.37303,google_places,,,,,,
Tuk Tuk Patong Service,,Transportation Service,Patong,097 039 5347,,"W824+4R4, Pa Tong, Kathu District, Phuket 83150, Thailand",,3.5,19,7.90027,98.30708,google_places,,,,,,
Kata Beach Water Sports,,Services,Kata,086 690 8157,http://katabeachsurfing.com/,"Phuket Laem Sai Road Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,3.6,18,7.82525,98.29632,google_places,,,,,,
R1 Muay Thai Phuket,,Sports Coaching,Cherngtalay,,https://www.r1muaythaiphuket.com/home,"94 15 ม, Subdistrict, 7 Thanon Si Sunthon, Tambon Si Sunthon, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,5,18,7.9708,98.33966,google_places,,,,,,
Wealthy Pharmacy,,Pharmacy,Patong,089 969 3971,,"48/1 Thanon Ruamchai, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3.3,18,7.88791,98.29332,google_places,,,,,,
Boat in the Bay,,Services,Koh Kaew,097 949 3000,http://www.boatinthebay.com/,"63, 302, Tambon Kohkaew, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.9,17,7.96618,98.39062,google_places,,,,,,
Fun Seekers,,Tour Agency,Koh Kaew,095 503 3215,http://www.coralseekers.com/,"156/45, ตำบล รัษฎา อำเภอเมืองภูเก็ต ภูเก็ต 83000, Thailand",,4.8,17,7.93627,98.37926,google_places,,,,,,
Mega Drugs Pharmacy ร้านยาเมก้า ดรักส์ ฟาร์มาซี 药店| صيدلية| аптека,,Pharmacy,Patong,,,"171/7 Rat-U-thit, 7 songroipee Rd, ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต 83150, Thailand",,3.8,17,7.89287,98.29893,google_places,,,,,,
Sub Phuket Taxi And Tours,,Taxi Service,Patong,082 814 3595,https://www.subphukettaxiandtour.com/,"188, 28 Phang Muang Sai Kor, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,17,7.89399,98.30219,google_places,,,,,,
Supercheap Pharmacy Patong,,Pharmacy,Patong,093 574 4458,,"81 หมู่ 4 Nanai Rd, Tambon Patong, Phuket, Chang Wat Phuket 83150, Thailand",,5,17,7.89049,98.30417,google_places,,,,,,
7-Eleven สาขา ป่าตองสตรีทอินน์ (02770),,Convenience Store,Patong,,https://www.7eleven.co.th/,"V7PV+MQW, Pa Tong, Kathu District, Phuket 83150, Thailand",,4.2,16,7.88674,98.29444,google_places,,,,,,
Phuket Travel Agency Dot Net,,Travel Agency,Patong,099 485 6646,http://www.phukettravelagency.net/,"166/15 Soi Ruamchai Soi Nanai, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,16,7.88124,98.29826,google_places,,,,,,
Sailing Yachtcharter Phuket,,Services,Chalong,081 606 3143,https://phuket-boatcharter.com/,"Soi 7 6 / 51, Tambon Chalong, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.8,16,7.82978,98.35031,google_places,,,,,,
Eleven Supermarket,,Supermarket,Patong,087 380 6831,,"Rachautid 200 years Patong Phuket, 198 4 ถ. ราษฏร์อุทิศ 200 ปี ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต 83150, Thailand",,4,15,7.89285,98.29818,google_places,,,,,,
"Phuket On Sail Co.,Ltd.",,Business,Koh Kaew,082 776 4420,,"101 91 หมู่ที่5 Tambon Ratsada, เมือง Chang Wat Phuket 83000, Thailand",,4.2,15,7.91863,98.37438,google_places,,,,,,
Let’s Go Taxi & Tours Phuket,,Taxi Service,Kathu,090 760 3512,http://www.letsgotaxiphuket.com/,"46 322 Phrabaramee Rd, Tambon Kathu, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,14,7.90853,98.32623,google_places,,,,,,
ACE's Phuket Transfers & Tours,,Taxi Service,Phuket Town,086 597 4549,https://www.facebook.com/ACEs-Phuket-Transfers-Tours-2414999908735684/,"2, 46 Montri Rd, Tambon Talat Yai, Muang, Chang Wat Phuket 83000, Thailand",,4.7,13,7.88663,98.39276,google_places,,,,,,
C.I.M tour Phuket,,Tour Agency,Old Town,084 838 2433,https://tantulika12.wixsite.com/travel/85,"วิชิต 15 Thanon Talang Old Phuket Town, Tambon Talat Yai, เมือง Chang Wat Phuket 83000, Thailand",,4.7,13,7.88491,98.38784,google_places,,,,,,
KATA BLUE SKY MASSAGE,,Massage spa,Kata,098 447 8812,,"75 หมู่2 Patak Rd Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.8,13,7.82113,98.30545,google_places,,,,,,
Pharmacy,,Pharmacy,Cape Panwa,,,"136 ห้อง 21 Bangla Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,3.1,13,7.81125,98.38715,osm,,,,,,
SALTWATER DREAMING BEACH,,Business,Bang Tao,076 390 664,http://www.surfcamp-thailand.com/,"Soi Bang Tao 12 Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,5,13,7.98677,98.28772,google_places,,,,,,
Sea pharmacy,,Drug Store,Patong,081 569 2377,,"144 ห้อง 1 Soi Post Office Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,13,7.89494,98.2959,google_places,,,,,,
The Moorings: Phuket Yacht Charters,,Services,Paklok,076 317 309,https://www.moorings.com/destinations/exotics/thailand-yacht-charters?utm_source=GMBlisting&utm_medium=organic,"Ao Po Grand Marina 113, 1 ป่าคลอก อำเภอถลาง ภูเก็ต 83110, Thailand",,4.8,13,8.06842,98.44179,google_places,,,,,,
VIDA TOUR - Private Boat Koh Yao ( วีด้าทัวร์ เกาะยาว ),,Travel Agency,Paklok,093 616 3904,https://www.facebook.com/vidatourkohyao?mibextid=LQQJ4d,"4JH2+86X, Ko Yao Noi, Ko Yao District, Phang Nga 82160, Thailand",,4.9,13,8.12837,98.6007,google_places,,,,,,
Bang mee / Giros- Jet Ski Safari & Tours Phuket,,Services,Paklok,090 199 7860,https://jetskiphuket.pro/,"3C6J+4J, Pakhlok, Thalang District, Phuket 83110, Thailand",,5,12,8.06031,98.43156,google_places,,,,,,
Discover Catamaran Phuket (HQ),,Travel Agency,Old Town,080 536 5888,https://www.discover-catamaran.net/,"13 Samakkhi Soi 2, Rassada, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,5,12,7.90259,98.37643,google_places,,,,,,
Natcha Pharmacy Patong (ณัฐชา ฟาร์มาซี),,Pharmacy,Patong,,,"2 3 Nanai Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,12,7.89515,98.30521,google_places,,,,,,
Phuket Private Driver By Mr.Bank,,Business,Kathu,089 647 6142,,"32/99 ม.6 ถ.วิชิตสงคราม กะทู้ Amphoe Kathu, Chang Wat Phuket 83120, Thailand",,4.9,12,7.91258,98.33058,google_places,,,,,,
7-Eleven สาขา ถนน 50 ปี (06162),,Convenience Store,Patong,,https://www.7eleven.co.th/,"63 Pisitkoraneee Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,11,7.89795,98.31076,google_places,,,,,,
Boat Lagoon Yachting Charter,,Services,Koh Kaew,094 959 5957,https://www.boatlagoonyachting.com/charter,"22, 1 Thep Krasattri Rd, Tambon Ko Kaeo, Muang, Chang Wat Phuket 83000, Thailand",,4.9,11,7.96342,98.38583,google_places,,,,,,
Private Speedboat Phuket,,Tour Agency,Paklok,095 568 5946,https://www.speed-boat-phuket.com/,"Ao Po, Grand marina, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.9,11,8.06905,98.44368,google_places,,,,,,
Surf school and surf board rental (Kamala Go Surfing Club),,Sports School,Kamala,098 043 2509,https://www.facebook.com/pages/category/Amateur-Sports-Team/Kamala-Go-Surfing-Club-1972566986406145/,"At the front of Cafe Del Mar, Kamala Beach, Tambon Kamala, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,11,7.96096,98.28388,google_places,,,,,,
เรือนำเที่ยวอ่าวพังงา Phang Nga Bay tour boats Экскурсионные катера в заливе Пханг Нга,,Tour Agency,Mai Khao,098 063 9166,https://www.facebook.com/share/1FL64FrwNk/?mibextid=wwXIfr,"4 24 Tambon Khlong Khian, Amphoe Takua Thung, Chang Wat Phang-nga 82130, Thailand",,5,11,8.238,98.45746,google_places,,,,,,
Pharmacheap Patong ฟาร์มาชีปป่าตอง,,Pharmacy,Patong,092 923 2939,http://www.supercheapphuket.com/,"83/6, ต.ป่าตอง, 83150 ถนนผังเมืองสายก, ตำบล กะทู้ ภูเก็ต, 83150, Thailand",,4.9,10,7.88628,98.29856,google_places,,,,,,
Smile Pharmacy,,Drug Store,Patong,094 259 9556,,"158, 115 Nanai Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4,8,7.8815,98.29921,google_places,,,,,,
Boat tour koyao noi by Saferoh tour,,Tour Agency,Paklok,095 067 6949,,"17 1 Tambon Ko Yao Noi, Amphoe Ko Yao, Chang Wat Phang-nga 82160, Thailand",,5,7,8.13535,98.62645,google_places,,,,,,
gembiratour,,Tour Agency,Paklok,084 184 5805,https://gembiratour.com/tour-category/phang-nga-bay-tours/,"3H4W+3WM, Ko Yao Yai, Ko Yao District, Phang Nga, Thailand",,5,7,8.05521,98.5973,google_places,,,,,,
Paddle Phuket,,Corporate Office,Koh Kaew,084 889 1278,,"29/22 Chuan Chuen Tambon Ko Kaeo, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.4,7,7.95688,98.38245,google_places,,,,,,
Phuket island tour booking,,Tourist Information Center,Patong,082 664 9146,,"186/6 Sun Go Tour and Travel In front of Tantra Indian restaurant Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,7,7.89813,98.29683,google_places,,,,,,
"Sunny Elephant Co., Ltd. | Phuket B2B Transport",,Transportation Service,Old Town,,https://sunnyelephant.co.th/,"23/155 2 วิชิต Tambon Wichit, เมือง Chang Wat Phuket 83000, Thailand",,5,7,7.87113,98.36897,google_places,,,,,,
Good Taxi Phuket กู๊ด แท็กซี่ ภูเก็ต,,Taxi Service,Old Town,091 826 5436,https://www.goodtaxiphuket.com/,"88 Yaowarad Rd Old Phuket Town, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.3,6,7.88592,98.38771,google_places,,,,,,
"Sailaway Phuket - Private Luxury Yacht Charter, Boat Charter Phuket",,Services,Paklok,(917) 560-2090,https://www.sailawayphuket.com/,"3C9R+9MG Ao Po Marina, 113, Tambon Pa Klok, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,5,6,8.06844,98.44169,google_places,,,,,,
Andaman sea kayak Office,,Corporate Office,Old Town,076 235 353,http://www.andamanseakayak.com/,"20 Thanon Mae Luan Rang Hill, Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,5,5,7.88871,98.38003,google_places,,,,,,
Phuket Yacht Charter,,Tour Agency,Old Town,082 490 0373,https://tantulika12.wixsite.com/travel/85,"Yaowarad Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,5,5,7.89712,98.38425,google_places,,,,,,
"Asia Canoe Thailand Co., Ltd",,Tour Agency,Old Town,076 376 643,,"55/897 Phuket Villa-Dowrong, Soi 3/6, Moo 2, ถ. เจ้าฟ้าตะวันออก T.Vichit, A.Muang, ภูเก็ต 83000, Thailand",,3,4,7.86636,98.37131,google_places,,,,,,
Phuket charter speed boat,,Tour Agency,Koh Kaew,081 537 9797,http://www.phuketcharterspeedboat.com/,"Boat lagoon, 20 65, Tambon Ko Kaeo, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,4,7.96391,98.38865,google_places,,,,,,
Surf School Surf Season,,Business,Kata,099 125 2621,,"หาดกะตะ กะรน กะรน Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,4,7.82052,98.29774,google_places,,,,,,
Your Private Driver Phuket by Ngamsap Group,,Business,Kathu,089 693 1274,https://www.yourprivatedriverphuket.com/,"94, 115 Vichitsongkram Rd, Tambon Kathu, Amphoe Kathu, Chang Wat Phuket 83120, Thailand",,5,4,7.89895,98.34955,google_places,,,,,,
